"","mincriterion","Accuracy","Kappa","AccuracySD","KappaSD","date","alt","PC","k","repetitions"
"211",0.05,0.675321428571429,0.592524952261706,0.162695936260321,0.201782868751825,"2022-02-14","15m",0,10,10
"212",0.05,0.560892857142857,0.448687287398943,0.168636691966256,0.207571622165231,"2022-02-14","15m",3,10,10
"213",0.05,0.505928571428571,0.387537217690715,0.147365332636173,0.180740782429521,"2022-02-14","30m",0,10,10
"214",0.05,0.398964285714286,0.246877423448957,0.151670634208025,0.189356798927822,"2022-02-14","30m",3,10,10
"215",0.05,0.521440476190476,0.40063337394865,0.142507337379003,0.175654040506284,"2022-02-14","15-30m",0,10,10
"216",0.05,0.398964285714286,0.246877423448957,0.151670634208025,0.189356798927822,"2022-02-14","15-30m",4,10,10
"217",0.05,0.336865079365079,0.177475554812617,0.119492734482017,0.136429083862964,"2022-01-19","30m",0,10,10
"218",0.05,0.380642857142857,0.224287091283924,0.161678747898913,0.198892447678444,"2022-01-19","30m",4,10,10
"219",0.05,0.324468253968254,0.158274398309266,0.12374925843609,0.145119131656219,"2022-01-19","15m",0,10,10
"220",0.05,0.434257936507936,0.290014688609211,0.206347719057984,0.257303312008679,"2022-01-19","15m",4,10,10
"221",0.05,0.329956349206349,0.164762606473115,0.172300066997701,0.211912083913503,"2022-01-19","15-30m",0,10,10
"222",0.05,0.434257936507936,0.290014688609211,0.206347719057984,0.257303312008679,"2022-01-19","15-30m",6,10,10
"223",0.05,0.518488095238095,0.40083076043884,0.168334816043102,0.203491260277677,"2022-02-03","15m",0,10,10
"224",0.05,0.521130952380952,0.39839904358415,0.162876084226153,0.201985754840174,"2022-02-03","15m",3,10,10
"225",0.05,0.449333333333333,0.315178517797309,0.152588554319967,0.182887800257484,"2022-02-03","30m",0,10,10
"226",0.05,0.351690476190476,0.18989777378415,0.167182701091061,0.207126960909622,"2022-02-03","30m",4,10,10
"227",0.05,0.421892857142857,0.274761222085267,0.17397416337682,0.216073472467839,"2022-02-03","15-30m",0,10,10
"228",0.05,0.351690476190476,0.18989777378415,0.167182701091061,0.207126960909622,"2022-02-03","15-30m",6,10,10
"229",0.05,0.72375,0.652413612240932,0.169563768979059,0.214096802809112,"2022-03-09","15m",0,10,10
"230",0.05,0.724940476190476,0.653187492825471,0.16967163034555,0.210210178981445,"2022-03-09","15m",2,10,10
"231",0.05,0.745650793650794,0.679746824507953,0.151889743928634,0.187719255875675,"2022-03-09","30m",0,10,10
"232",0.05,0.769666666666667,0.707579419987335,0.167338069081528,0.211640646313606,"2022-03-09","30m",2,10,10
"233",0.05,0.829825396825397,0.783951016042797,0.134072513281069,0.169919356527994,"2022-03-09","15-30m",0,10,10
"234",0.05,0.769666666666667,0.707579419987335,0.167338069081528,0.211640646313606,"2022-03-09","15-30m",3,10,10
"235",0.05,0.321488095238095,0.164212874283463,0.0879401373423375,0.103674978364254,"2022-06-02","50m",0,10,10
"236",0.05,0.152571428571429,-0.0584841916946016,0.121144084784484,0.148712060735135,"2022-06-02","50m",2,10,10
"237",0.05,0.17240873015873,-0.00119495139007334,0.0305905150670808,0.00822648555303001,"2022-05-26","15m",0,10,10
"238",0.05,0.203234126984127,0.00881691845254735,0.138906482943887,0.169540788305009,"2022-05-26","15m",3,10,10
"239",0.05,0.266519841269841,0.0928823570864124,0.127262459703563,0.146962629971713,"2022-05-26","50m",0,10,10
"240",0.05,0.186321428571429,-0.00755249358327563,0.134060420375234,0.168509434904271,"2022-05-26","50m",3,10,10
"241",0.05,0.1655,-0.0114281669864424,0.048988246098433,0.0623666228699949,"2022-05-26","30m",0,10,10
"242",0.05,0.262845238095238,0.0967981277612819,0.120057560115559,0.142135705785187,"2022-05-26","30m",3,10,10
"243",0.05,0.233130952380952,0.042344755407464,0.158989781814747,0.194110930182043,"2022-05-26","15-30-50m",0,10,10
"244",0.05,0.262845238095238,0.0967981277612819,0.120057560115559,0.142135705785187,"2022-05-26","15-30-50m",5,10,10
"245",0.05,0.779297619047619,0.722298935737486,0.155234035360203,0.193895632656302,"2022-03-22","50m",0,10,10
"246",0.05,0.846869047619048,0.806251425286997,0.131445642242579,0.165823387846393,"2022-03-22","50m",2,10,10
"247",0.05,0.650924603174603,0.564293055530278,0.110454049320554,0.134491673907213,"2022-04-19","50m",0,10,10
"248",0.05,0.497388888888889,0.373109889541066,0.18422051859154,0.229125419621453,"2022-04-19","50m",3,10,10
"249",0.05,0.753837301587302,0.690284190602274,0.11000105522011,0.133824461039937,"2022-04-05","50m",0,10,10
"250",0.05,0.706642857142857,0.628694079187443,0.133787382689553,0.168250696523281,"2022-04-05","50m",4,10,10
"251",0.05,0.458583333333333,0.319256176409733,0.136250900559578,0.162674261729447,"2022-05-03","50m",0,10,10
"252",0.05,0.287027777777778,0.111465230184156,0.137193026121848,0.164237494251054,"2022-05-03","50m",3,10,10
"253",0.05,0.68634126984127,0.60626256794053,0.173185465575086,0.214705445680196,"2022-02-14","15m",0,10,10
"254",0.05,0.548150793650794,0.431769254765113,0.164682517660829,0.204530161909681,"2022-02-14","15m",3,10,10
"255",0.05,0.514261904761905,0.395886206601441,0.145221829019963,0.172647269330727,"2022-02-14","30m",0,10,10
"256",0.05,0.395392857142857,0.241842253280268,0.14535225398216,0.179247590006743,"2022-02-14","30m",3,10,10
"257",0.05,0.521539682539683,0.405089284058764,0.160947931399248,0.195036918154124,"2022-02-14","15-30m",0,10,10
"258",0.05,0.395392857142857,0.241842253280268,0.14535225398216,0.179247590006743,"2022-02-14","15-30m",4,10,10
"259",0.05,0.333535714285714,0.182377661045477,0.105932187141214,0.11981178814393,"2022-01-19","30m",0,10,10
"260",0.05,0.374190476190476,0.2158179787763,0.193200654293276,0.242101843497814,"2022-01-19","30m",4,10,10
"261",0.05,0.33147619047619,0.169606627430497,0.121302516884011,0.130862896354282,"2022-01-19","15m",0,10,10
"262",0.05,0.447015873015873,0.305925302402455,0.176394516748211,0.217151621470286,"2022-01-19","15m",4,10,10
"263",0.05,0.335642857142857,0.169888912920788,0.135233257624727,0.167206967144711,"2022-01-19","15-30m",0,10,10
"264",0.05,0.447015873015873,0.305925302402455,0.176394516748211,0.217151621470286,"2022-01-19","15-30m",6,10,10
"265",0.05,0.523396825396825,0.40504254814605,0.151560026909966,0.181663419612496,"2022-02-03","15m",0,10,10
"266",0.05,0.524773809523809,0.401598001846994,0.156278752135981,0.196136955313957,"2022-02-03","15m",3,10,10
"267",0.05,0.458392857142857,0.321637700575618,0.160536562432496,0.196087725625165,"2022-02-03","30m",0,10,10
"268",0.05,0.334488095238095,0.167505696978637,0.162266033620326,0.200666107326736,"2022-02-03","30m",4,10,10
"269",0.05,0.407222222222222,0.258138826428788,0.162159297555623,0.196402531110852,"2022-02-03","15-30m",0,10,10
"270",0.05,0.334488095238095,0.167505696978637,0.162266033620326,0.200666107326736,"2022-02-03","15-30m",6,10,10
"271",0.05,0.725285714285714,0.654525540388802,0.180424418387839,0.225006271380078,"2022-03-09","15m",0,10,10
"272",0.05,0.728456349206349,0.657960998737945,0.170770127898228,0.212154222754148,"2022-03-09","15m",2,10,10
"273",0.05,0.750642857142857,0.683786462706412,0.153972197997714,0.195721283857583,"2022-03-09","30m",0,10,10
"274",0.05,0.762011904761905,0.698749912578449,0.170754270066692,0.215183290317836,"2022-03-09","30m",2,10,10
"275",0.05,0.823916666666667,0.777220090752361,0.142420880178401,0.179908956803677,"2022-03-09","15-30m",0,10,10
"276",0.05,0.762011904761905,0.698749912578449,0.170754270066692,0.215183290317836,"2022-03-09","15-30m",3,10,10
"277",0.05,0.327011904761905,0.167376334320568,0.0954205045787371,0.108264794249027,"2022-06-02","50m",0,10,10
"278",0.05,0.170527777777778,-0.0299369815947062,0.119797592971316,0.14907167052673,"2022-06-02","50m",2,10,10
"279",0.05,0.172535714285714,0.00131480201441691,0.0265521482622029,0.0112689168937347,"2022-05-26","15m",0,10,10
"280",0.05,0.201047619047619,0.0133877776564365,0.13906299950517,0.17246584454122,"2022-05-26","15m",3,10,10
"281",0.05,0.26102380952381,0.0930280581926074,0.125840428117949,0.143693032759971,"2022-05-26","50m",0,10,10
"282",0.05,0.188793650793651,-0.00567109055209256,0.139531554656933,0.175837467213812,"2022-05-26","50m",3,10,10
"283",0.05,0.168087301587302,-0.0102234432234432,0.0506733578125186,0.0587251414723705,"2022-05-26","30m",0,10,10
"284",0.05,0.27072619047619,0.109893938605231,0.103305374861496,0.124684216652051,"2022-05-26","30m",3,10,10
"285",0.05,0.220047619047619,0.0252864598805273,0.143299051956952,0.180511373936752,"2022-05-26","15-30-50m",0,10,10
"286",0.05,0.27072619047619,0.109893938605231,0.103305374861496,0.124684216652051,"2022-05-26","15-30-50m",5,10,10
"287",0.05,0.775785714285714,0.716872585979224,0.155775183985351,0.195356256944852,"2022-03-22","50m",0,10,10
"288",0.05,0.848761904761905,0.807630309761238,0.11011235825918,0.140131087328196,"2022-03-22","50m",2,10,10
"289",0.05,0.660797619047619,0.576226579874316,0.137274502808688,0.168923682421314,"2022-04-19","50m",0,10,10
"290",0.05,0.490178571428571,0.366356630624644,0.180866395531601,0.224012063883131,"2022-04-19","50m",3,10,10
"291",0.05,0.751,0.686247730763896,0.103467743183001,0.126636214983298,"2022-04-05","50m",0,10,10
"292",0.05,0.693373015873016,0.613681315113433,0.150222853889795,0.186691762364591,"2022-04-05","50m",4,10,10
"293",0.05,0.462607142857143,0.332395109747591,0.154879251678139,0.181496994886572,"2022-05-03","50m",0,10,10
"294",0.05,0.286761904761905,0.106311923380271,0.122845303708972,0.154786527883444,"2022-05-03","50m",3,10,10
"295",0.05,0.691821428571429,0.613209025797585,0.172277377855782,0.212194875827474,"2022-02-14","15m",0,10,10
"296",0.05,0.52502380952381,0.406772643166229,0.178779658935437,0.221254246858285,"2022-02-14","15m",3,10,10
"297",0.05,0.501047619047619,0.381974289611953,0.145657014181438,0.175075138754526,"2022-02-14","30m",0,10,10
"298",0.05,0.389785714285714,0.235860667896731,0.1733370382528,0.213584719218343,"2022-02-14","30m",3,10,10
"299",0.05,0.50840873015873,0.385699969926431,0.155765776521348,0.191077291056423,"2022-02-14","15-30m",0,10,10
"300",0.05,0.389785714285714,0.235860667896731,0.1733370382528,0.213584719218343,"2022-02-14","15-30m",4,10,10
"301",0.05,0.3345,0.180441515292607,0.12413065846726,0.144781870535442,"2022-01-19","30m",0,10,10
"302",0.05,0.378380952380952,0.228688920267809,0.189168999383534,0.229669625105427,"2022-01-19","30m",4,10,10
"303",0.05,0.336428571428571,0.173696319427326,0.121964388563601,0.136548927690652,"2022-01-19","15m",0,10,10
"304",0.05,0.421142857142857,0.272419760666241,0.203116686031659,0.252858123433242,"2022-01-19","15m",4,10,10
"305",0.05,0.334059523809524,0.165686345227186,0.164975607637805,0.202295493772153,"2022-01-19","15-30m",0,10,10
"306",0.05,0.421142857142857,0.272419760666241,0.203116686031659,0.252858123433242,"2022-01-19","15-30m",6,10,10
"307",0.05,0.532654761904762,0.420670765278483,0.154413829072429,0.183117484780702,"2022-02-03","15m",0,10,10
"308",0.05,0.527765873015873,0.407748311739979,0.150219486284716,0.184965304928623,"2022-02-03","15m",3,10,10
"309",0.05,0.452666666666667,0.3151347432363,0.156046681776397,0.190236310053502,"2022-02-03","30m",0,10,10
"310",0.05,0.33452380952381,0.165526439686794,0.154478039143919,0.192727435693449,"2022-02-03","30m",4,10,10
"311",0.05,0.404595238095238,0.253766464053022,0.161636631453365,0.199309835007444,"2022-02-03","15-30m",0,10,10
"312",0.05,0.33452380952381,0.165526439686794,0.154478039143919,0.192727435693449,"2022-02-03","15-30m",6,10,10
"313",0.05,0.703190476190476,0.626405002610242,0.148944467915226,0.184917792660627,"2022-03-09","15m",0,10,10
"314",0.05,0.73572619047619,0.667201382172867,0.155972206733957,0.193679563616859,"2022-03-09","15m",2,10,10
"315",0.05,0.746297619047619,0.678890018362821,0.169309144759767,0.212326312737321,"2022-03-09","30m",0,10,10
"316",0.05,0.765928571428571,0.704464591382179,0.175420719807853,0.220297874523667,"2022-03-09","30m",2,10,10
"317",0.05,0.822285714285714,0.773841247511521,0.141283123554787,0.180470881986999,"2022-03-09","15-30m",0,10,10
"318",0.05,0.765928571428571,0.704464591382179,0.175420719807853,0.220297874523667,"2022-03-09","15-30m",3,10,10
"319",0.05,0.325670634920635,0.167815570323825,0.0999331671931578,0.11238461080771,"2022-06-02","50m",0,10,10
"320",0.05,0.158246031746032,-0.0446140192239957,0.134203945604657,0.164274283669607,"2022-06-02","50m",2,10,10
"321",0.05,0.170285714285714,-0.00323522167487685,0.0396008972558597,0.0359924892276281,"2022-05-26","15m",0,10,10
"322",0.05,0.200031746031746,0.00411166499075179,0.141333179968429,0.169674448792626,"2022-05-26","15m",3,10,10
"323",0.05,0.269103174603175,0.100731113834416,0.125156793331408,0.146873952811053,"2022-05-26","50m",0,10,10
"324",0.05,0.181003968253968,-0.0103335361049627,0.145536865264165,0.180772153406482,"2022-05-26","50m",3,10,10
"325",0.05,0.162130952380952,-0.0180196273203334,0.0529424881041404,0.0700967035217966,"2022-05-26","30m",0,10,10
"326",0.05,0.272972222222222,0.106961076753938,0.119186505684446,0.146188882163103,"2022-05-26","30m",3,10,10
"327",0.05,0.214809523809524,0.0263805677910226,0.143993130468494,0.178698971255854,"2022-05-26","15-30-50m",0,10,10
"328",0.05,0.272972222222222,0.106961076753938,0.119186505684446,0.146188882163103,"2022-05-26","15-30-50m",5,10,10
"329",0.05,0.764142857142857,0.702581281662891,0.163279702791237,0.202731550319211,"2022-03-22","50m",0,10,10
"330",0.05,0.849142857142857,0.809021258538569,0.13066095080452,0.165182654169456,"2022-03-22","50m",2,10,10
"331",0.05,0.66615873015873,0.583117176518856,0.134971072540548,0.16473283522904,"2022-04-19","50m",0,10,10
"332",0.05,0.512559523809524,0.391856236986736,0.179477369666883,0.223069587866735,"2022-04-19","50m",3,10,10
"333",0.05,0.742218253968254,0.675016022469179,0.113167975099152,0.139833176438501,"2022-04-05","50m",0,10,10
"334",0.05,0.700166666666667,0.621389286222478,0.154898006901968,0.193912789353769,"2022-04-05","50m",4,10,10
"335",0.05,0.447313492063492,0.309420373714897,0.126988596890524,0.153149824731906,"2022-05-03","50m",0,10,10
"336",0.05,0.271956349206349,0.095447451375939,0.137186757821695,0.170489555442402,"2022-05-03","50m",3,10,10
"337",0.05,0.700103174603175,0.622392368621375,0.172519253744317,0.214591714948348,"2022-02-14","15m",0,10,10
"338",0.05,0.555579365079365,0.443834866162216,0.162467425396935,0.2019923241187,"2022-02-14","15m",3,10,10
"339",0.05,0.499884920634921,0.378439853249601,0.149111411968655,0.177458652945636,"2022-02-14","30m",0,10,10
"340",0.05,0.399630952380952,0.249055018710368,0.135017439912783,0.165132773636846,"2022-02-14","30m",3,10,10
"341",0.05,0.530551587301587,0.411543576558881,0.150652992706759,0.184095233672884,"2022-02-14","15-30m",0,10,10
"342",0.05,0.399630952380952,0.249055018710368,0.135017439912783,0.165132773636846,"2022-02-14","15-30m",4,10,10
"343",0.05,0.331202380952381,0.176645043889792,0.104562385847806,0.128302422296765,"2022-01-19","30m",0,10,10
"344",0.05,0.381238095238095,0.22661667185052,0.161558594932048,0.203772881454737,"2022-01-19","30m",4,10,10
"345",0.05,0.334623015873016,0.170943531839787,0.118595587409936,0.125580421755971,"2022-01-19","15m",0,10,10
"346",0.05,0.450690476190476,0.309154906993156,0.183087216032415,0.228544489732377,"2022-01-19","15m",4,10,10
"347",0.05,0.324107142857143,0.156885219190102,0.150019217314987,0.186907879210529,"2022-01-19","15-30m",0,10,10
"348",0.05,0.450690476190476,0.309154906993156,0.183087216032415,0.228544489732377,"2022-01-19","15-30m",6,10,10
"349",0.05,0.522956349206349,0.405231149531372,0.175525003413792,0.214021527682221,"2022-02-03","15m",0,10,10
"350",0.05,0.533797619047619,0.416057549653563,0.170968238410873,0.209826215186365,"2022-02-03","15m",3,10,10
"351",0.05,0.47172619047619,0.338692692981893,0.16352291480654,0.198399453201775,"2022-02-03","30m",0,10,10
"352",0.05,0.320821428571429,0.15349389340074,0.170592589718927,0.209194518838227,"2022-02-03","30m",4,10,10
"353",0.05,0.411460317460317,0.260851030943462,0.161600188389855,0.202562111934409,"2022-02-03","15-30m",0,10,10
"354",0.05,0.320821428571429,0.15349389340074,0.170592589718927,0.209194518838227,"2022-02-03","15-30m",6,10,10
"355",0.05,0.710599206349206,0.634640950651122,0.161281437562658,0.203441288814856,"2022-03-09","15m",0,10,10
"356",0.05,0.732083333333333,0.660357304802668,0.166474617500188,0.20954561873957,"2022-03-09","15m",2,10,10
"357",0.05,0.749571428571429,0.68354390545419,0.157411324885266,0.197188302412621,"2022-03-09","30m",0,10,10
"358",0.05,0.771761904761905,0.711087010802475,0.164906711243876,0.208087493612176,"2022-03-09","30m",2,10,10
"359",0.05,0.820107142857143,0.773470182031733,0.159505582064046,0.20005036113554,"2022-03-09","15-30m",0,10,10
"360",0.05,0.771761904761905,0.711087010802475,0.164906711243876,0.208087493612176,"2022-03-09","15-30m",3,10,10
"361",0.05,0.324055555555556,0.165201208265273,0.100362919594149,0.112247938099339,"2022-06-02","50m",0,10,10
"362",0.05,0.146563492063492,-0.0590235208121645,0.115683579920602,0.143351764768382,"2022-06-02","50m",2,10,10
"363",0.05,0.173142857142857,0.000869565217391303,0.0250083575769856,0.00869565217391304,"2022-05-26","15m",0,10,10
"364",0.05,0.205583333333333,0.00949168833528421,0.132212626585703,0.167194561686047,"2022-05-26","15m",3,10,10
"365",0.05,0.274309523809524,0.102217474415966,0.124621001748592,0.13923768582919,"2022-05-26","50m",0,10,10
"366",0.05,0.195928571428571,0.00340472865724072,0.136902532553946,0.170303595043148,"2022-05-26","50m",3,10,10
"367",0.05,0.162392857142857,-0.0176520710994395,0.073376340398103,0.0862588184006008,"2022-05-26","30m",0,10,10
"368",0.05,0.272083333333333,0.110541694974243,0.110946767632831,0.129514013290659,"2022-05-26","30m",3,10,10
"369",0.05,0.209269841269841,0.017006290518982,0.149473182290263,0.185020724904692,"2022-05-26","15-30-50m",0,10,10
"370",0.05,0.272083333333333,0.110541694974243,0.110946767632831,0.129514013290659,"2022-05-26","15-30-50m",5,10,10
"371",0.05,0.752654761904762,0.688887135930841,0.18293490107309,0.227942862972529,"2022-03-22","50m",0,10,10
"372",0.05,0.851222222222222,0.811037992756856,0.13260888246018,0.167236211153548,"2022-03-22","50m",2,10,10
"373",0.05,0.659190476190476,0.576500123202318,0.120507769817586,0.14651400300981,"2022-04-19","50m",0,10,10
"374",0.05,0.521416666666667,0.403863699394807,0.1656055597465,0.203109741206494,"2022-04-19","50m",3,10,10
"375",0.05,0.756753968253968,0.693203632092534,0.0960907428920288,0.115005310865815,"2022-04-05","50m",0,10,10
"376",0.05,0.681833333333333,0.599107931695681,0.146246628479592,0.180969197198704,"2022-04-05","50m",4,10,10
"377",0.05,0.448246031746032,0.313427440340697,0.155631676729946,0.187325941499078,"2022-05-03","50m",0,10,10
"378",0.05,0.30297619047619,0.126699641660117,0.143408977065731,0.17364663553343,"2022-05-03","50m",3,10,10
"379",0.05,0.693527777777778,0.61387314509683,0.154983455489695,0.192396421837223,"2022-02-14","15m",0,10,10
"380",0.05,0.560130952380952,0.448233569920779,0.171809066055234,0.214193910335513,"2022-02-14","15m",3,10,10
"381",0.05,0.510047619047619,0.391397594651596,0.138559630334001,0.165307801260108,"2022-02-14","30m",0,10,10
"382",0.05,0.408595238095238,0.258162973740875,0.147552951501735,0.181178546384256,"2022-02-14","30m",3,10,10
"383",0.05,0.525416666666667,0.404980669129518,0.16012405423723,0.199942390280463,"2022-02-14","15-30m",0,10,10
"384",0.05,0.408595238095238,0.258162973740875,0.147552951501735,0.181178546384256,"2022-02-14","15-30m",4,10,10
"385",0.05,0.323785714285714,0.169424835825128,0.12819118544981,0.144034163911401,"2022-01-19","30m",0,10,10
"386",0.05,0.381797619047619,0.223870660450975,0.167659833325435,0.211310359829692,"2022-01-19","30m",4,10,10
"387",0.05,0.316416666666667,0.150939196009892,0.123964629667492,0.143521463561537,"2022-01-19","15m",0,10,10
"388",0.05,0.448357142857143,0.310742426527616,0.192508903285541,0.235931685943755,"2022-01-19","15m",4,10,10
"389",0.05,0.323190476190476,0.155778455818446,0.157409330589179,0.195914102209056,"2022-01-19","15-30m",0,10,10
"390",0.05,0.448357142857143,0.310742426527616,0.192508903285541,0.235931685943755,"2022-01-19","15-30m",6,10,10
"391",0.05,0.516849206349206,0.398743776520015,0.141859597030938,0.170503532680537,"2022-02-03","15m",0,10,10
"392",0.05,0.54784126984127,0.428537309887922,0.170198500780879,0.214568653882209,"2022-02-03","15m",3,10,10
"393",0.05,0.440607142857143,0.300920327919405,0.171984402915481,0.208739858557254,"2022-02-03","30m",0,10,10
"394",0.05,0.333281746031746,0.168010622829712,0.17597247966359,0.216675974148049,"2022-02-03","30m",4,10,10
"395",0.05,0.398083333333333,0.246460569505769,0.161117499198059,0.195629566792435,"2022-02-03","15-30m",0,10,10
"396",0.05,0.333281746031746,0.168010622829712,0.17597247966359,0.216675974148049,"2022-02-03","15-30m",6,10,10
"397",0.05,0.716988095238095,0.644134356604571,0.164022334467654,0.204931277848122,"2022-03-09","15m",0,10,10
"398",0.05,0.719309523809524,0.647341129719655,0.16837411138404,0.21002859903899,"2022-03-09","15m",2,10,10
"399",0.05,0.747623015873016,0.680015814793008,0.151235718342263,0.190968951309769,"2022-03-09","30m",0,10,10
"400",0.05,0.75197619047619,0.687059509166133,0.166489652097988,0.207652066087588,"2022-03-09","30m",2,10,10
"401",0.05,0.817809523809524,0.76982649799471,0.144689321155461,0.181220628404427,"2022-03-09","15-30m",0,10,10
"402",0.05,0.75197619047619,0.687059509166133,0.166489652097988,0.207652066087588,"2022-03-09","15-30m",3,10,10
"403",0.05,0.32268253968254,0.159437123706185,0.101246895022649,0.11311396291747,"2022-06-02","50m",0,10,10
"404",0.05,0.12725,-0.087025579678134,0.107211868210682,0.13172412025524,"2022-06-02","50m",2,10,10
"405",0.05,0.172940476190476,0.00125,0.0276236991447163,0.0125,"2022-05-26","15m",0,10,10
"406",0.05,0.192535714285714,-0.00446888397724573,0.134789412356328,0.163079639998261,"2022-05-26","15m",3,10,10
"407",0.05,0.269964285714286,0.0975389395645715,0.131975305876635,0.15161115818716,"2022-05-26","50m",0,10,10
"408",0.05,0.194702380952381,0.00582033559928115,0.142718101405604,0.17638739336936,"2022-05-26","50m",3,10,10
"409",0.05,0.178511904761905,0.00527613574165298,0.0720462659627572,0.0801538116928327,"2022-05-26","30m",0,10,10
"410",0.05,0.25452380952381,0.08637191470136,0.119438391834874,0.144111197730435,"2022-05-26","30m",3,10,10
"411",0.05,0.227357142857143,0.0403653269374422,0.148281649590584,0.173501927013821,"2022-05-26","15-30-50m",0,10,10
"412",0.05,0.25452380952381,0.08637191470136,0.119438391834874,0.144111197730435,"2022-05-26","15-30-50m",5,10,10
"413",0.05,0.771174603174603,0.710219818477758,0.173602609975332,0.220342027158948,"2022-03-22","50m",0,10,10
"414",0.05,0.850380952380952,0.809965029740517,0.122295273422042,0.155283374604608,"2022-03-22","50m",2,10,10
"415",0.05,0.662452380952381,0.579069195852552,0.139785235844671,0.169995965132087,"2022-04-19","50m",0,10,10
"416",0.05,0.502369047619048,0.382060132246113,0.178889767155413,0.221107723796404,"2022-04-19","50m",3,10,10
"417",0.05,0.746738095238095,0.680940385513714,0.112832422915213,0.135793606883171,"2022-04-05","50m",0,10,10
"418",0.05,0.728892857142857,0.65630465808506,0.138720456001649,0.175451308470996,"2022-04-05","50m",4,10,10
"419",0.05,0.440511904761905,0.302888964175939,0.12437346762161,0.150877920053882,"2022-05-03","50m",0,10,10
"420",0.05,0.276845238095238,0.10361168653785,0.13868304422426,0.167570566604815,"2022-05-03","50m",3,10,10
